35813,"University of Kashmir, Srinagar (Id: U-0196)","APEX COLLEGE OF EDUCATION, BARAMULLAH (Id: C-45961)",Affiliated College,Jammu and Kashmir,Baramula
35814,"University of Kashmir, Srinagar (Id: U-0196)","A. S. College, Srinagar (Id: C-21419)",Affiliated College,Jammu and Kashmir,Srinagar
35815,"University of Kashmir, Srinagar (Id: U-0196)","BABA PAYAM-UDDIN COLLEGE OF EDUCATION, BARAMULLAH (Id: C-45962)",Affiliated College,Jammu and Kashmir,Baramula
35816,"University of Kashmir, Srinagar (Id: U-0196)",BIBI HALIMA COLLEGE OF NURSING AND MEDICAL TECHNOLOGY (Id: C-46525),Affiliated College,Jammu and Kashmir,Srinagar
35817,"University of Kashmir, Srinagar (Id: U-0196)",CASET COLLEGE OF COMPUTER SCIENCES (Id: C-46532),Affiliated College,Jammu and Kashmir,Srinagar
35818,"University of Kashmir, Srinagar (Id: U-0196)","CED COLLEGE OF EDUCATION, JAMMU (Id: C-45985)",Affiliated College,Jammu and Kashmir,Jammu
35819,"University of Kashmir, Srinagar (Id: U-0196)","CHINAB VALLEY COLLEGE OF EDUCATION, BUDGAM (Id: C-45975)",Affiliated College,Jammu and Kashmir,budgam
35820,"University of Kashmir, Srinagar (Id: U-0196)","College of Engineering & Technology Pattan,Kashmir (Id: C-35392)",Affiliated College,Jammu and Kashmir,Baramula
35821,"University of Kashmir, Srinagar (Id: U-0196)","COMPOSITE REGIONAL CENTRE, MINISTRY OF SOCIAL JUSTICE EMPOWERMENT, BEMINA (Id: C-47452)",Affiliated College,Jammu and Kashmir,Srinagar
35822,"University of Kashmir, Srinagar (Id: U-0196)","DARUL-ALOOM HANFIA ARABIA COLLEGE, NOOR BAGH (Id: C-46522)",Affiliated College,Jammu and Kashmir,Srinagar
35823,"University of Kashmir, Srinagar (Id: U-0196)",DELHI BUSINESS SCHOOL (Id: C-46530),Affiliated College,Jammu and Kashmir,Pulwama
35824,"University of Kashmir, Srinagar (Id: U-0196)","DOEACC Centre, Srinagar (Id: C-21430)",Recognized Center,Jammu and Kashmir,Srinagar
35825,"University of Kashmir, Srinagar (Id: U-0196)","DR IQBAL TEACHER TRAINING COLLEGE OF EDUCATION, SRINAGAR (Id: C-46000)",Affiliated College,Jammu and Kashmir,Srinagar
35826,"University of Kashmir, Srinagar (Id: U-0196)","Eliezer Joldan Memorial College Leh, Ladakh (Id: C-21451)",Affiliated College,Jammu and Kashmir,Leh(Ladakh)
35827,"University of Kashmir, Srinagar (Id: U-0196)","FRANKLIN COLLEGE OF EDUCATION, BARAMULLAH (Id: C-45963)",Affiliated College,Jammu and Kashmir,Baramula
35828,"University of Kashmir, Srinagar (Id: U-0196)","Gandhi Memorial College, Srinagar (Id: C-21435)",Affiliated College,Jammu and Kashmir,Srinagar
35829,"University of Kashmir, Srinagar (Id: U-0196)","GHANDHI MEMORIAL COLLEGE OF EDUCATION, JAMMU (Id: C-45986)",Affiliated College,Jammu and Kashmir,Jammu
35830,"University of Kashmir, Srinagar (Id: U-0196)","GOVERNMENT DEGREE COLLEGE DHMHAL, HANJI PORA (Id: C-48529)",Affiliated College,Jammu and Kashmir,Kulgam
35831,"University of Kashmir, Srinagar (Id: U-0196)","GOVERNMENT DEGREE COLLEGE, HADI PORA, TANGMARG (Id: C-48524)",Affiliated College,Jammu and Kashmir,Baramula
35832,"University of Kashmir, Srinagar (Id: U-0196)","GOVERNMENT DEGREE COLLEGE, KANGAN (Id: C-48527)",Affiliated College,Jammu and Kashmir,Ganderbal
